45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",3036,Frankenstein,6.1,Robert De Niro
6,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",17402,Miami Rhapsody,5.6,Antonio Banderas
0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",8438,Murder in the First,6.9,Gary Oldman
0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",8438,Murder in the First,6.9,William H. Macy
34000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",241,Natural Born Killers,6.9,Robert Downey Jr.
34000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",241,Natural Born Killers,6.9,Tommy Lee Jones
34000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",241,Natural Born Killers,6.9,Woody Harrelson
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9058,Only You,6.4,Robert Downey Jr.
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6950,Outbreak,6.4,Morgan Freeman
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6950,Outbreak,6.4,Kevin Spacey
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6950,Outbreak,6.4,Dustin Hoffman
16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",101,Léon,8.2,Gary Oldman
16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",101,Léon,8.2,Jean Reno
8000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",680,Pulp Fiction,8.3,Samuel L. Jackson
8000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",680,Pulp Fiction,8.3,Christopher Walken
8000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",680,Pulp Fiction,8.3,Steve Buscemi
0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",11450,Quiz Show,7.1,Ralph Fiennes
32000000,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",12106,The Quick and the Dead,6.2,Leonardo DiCaprio
32000000,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",12106,The Quick and the Dead,6.2,Russell Crowe
15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",3586,Prêt-à-Porter,5.3,Forest Whitaker
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",278,The Shawshank Redemption,8.5,Morgan Freeman
0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",9905,Shallow Grave,7.0,Ewan McGregor
0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",20306,Swimming with Sharks,6.7,Kevin Spacey
